address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people)
"116, Cross, Whitefield, Bangalore",Local Kitchen 1276,Yes,No,4.0/5,300,080 45480581,Whitefield,Delivery,"Masala Dosa, Pasta, Butter Chicken",Bakery,550
"142, Ring Road, MG Road, Bangalore",Local Bistro 1277,No,No,3.4/5,60,080 45090546,MG Road,Cafe,"Butter Chicken, Filter Coffee, Masala Dosa","Biryani, Andhra",600
"182, Cross, Bellandur, Bangalore",Royal Bistro 1278,Yes,No,3.7/5,240,080 42214933,Bellandur,Casual Dining,"Biryani, Rolls",Cafe Food,600
"199, Main Road, Electronic City, Bangalore",Curry Bar & Grill 1279,Yes,No,3.8/5,88,080 49438263,Electronic City,Delivery,"Chocolate Brownie, Burgers","Continental, North Indian",450
"53, Ring Road, Banashankari, Bangalore",Café Bistro 1280,Yes,No,4.4/5,246,080 40803983,Banashankari,Quick Bites,"Pizza, Filter Coffee","Fast Food, Street Food, Continental",300
"112, Cross, JP Nagar, Bangalore",Local Point 1281,Yes,No,3.8/5,185,080 47949299,JP Nagar,Bar,"Gulab Jamun, Biryani, Pasta, Burgers","Japanese, Desserts, North Indian","1,050"
"71, Cross, MG Road, Bangalore",Blue Hub 1282,No,Yes,4.0/5,84,080 41023770,MG Road,Bar,Paneer Butter Masala,"Cafe Food, Desserts",900
"22, Main Road, Electronic City, Bangalore",The Junction 1283,Yes,No,3.6/5,376,080 46525202,Electronic City,Casual Dining,"Momos, Paneer Butter Masala, Thali, Filter Coffee",,450
"22, Cross, Electronic City, Bangalore",Punjabi Adda 1284,No,Yes,4.4/5,414,080 46368898,Electronic City,Dessert Parlor,"Gulab Jamun, Pasta, Cold Coffee","South Indian, Chinese",350
"99, Ring Road, Indiranagar, Bangalore",Spice Adda 1285,No,No,4.3/5,297,080 46336595,Indiranagar,Delivery,"Waffles, Filter Coffee, Pizza","South Indian, Japanese",550
"193, Ring Road, BTM, Bangalore",Golden Point 1286,Yes,No,4.5/5,104,080 48208023,BTM,Dessert Parlor,Cold Coffee,BBQ,350
"108, Ring Road, Koramangala, Bangalore",The Hub 1287,No,No,3.5/5,110,080 41905068,Koramangala,Dessert Parlor,Biryani,"Beverages, Japanese, Mexican",300
"177, 1st Block, Jayanagar, Bangalore",Local Bistro 1288,No,No,3.7/5,122,080 48437500,Jayanagar,Delivery,"Biryani, Pasta, Pizza, Paneer Butter Masala","Mughlai, Japanese, BBQ",450
"76, 2nd Stage, HSR Layout, Bangalore",Classic Corner 1289,No,No,3.5/5,371,080 44758410,HSR Layout,Delivery,Thali,"North Indian, Continental",700
"116, 1st Block, Banashankari, Bangalore",The Villa 1290,No,No,4.4/5,578,080 47560933,Banashankari,Bar,"Gulab Jamun, Biryani, Butter Chicken","Fast Food, Cafe Food, Mughlai",950
"93, 1st Block, HSR Layout, Bangalore",Café Bar & Grill 1291,No,No,3.2/5,128,080 45439658,HSR Layout,Cafe,Butter Chicken,"Cafe Food, Mughlai, Continental",400
"161, Ring Road, BTM, Bangalore",Red Diner 1292,No,Yes,3.7/5,301,080 46006744,BTM,Casual Dining,"Thali, Chocolate Brownie, Gulab Jamun, Cold Coffee",BBQ,350
"129, 1st Block, Electronic City, Bangalore",Royal Junction 1293,Yes,No,3.9/5,583,080 46729226,Electronic City,Delivery,Gulab Jamun,"BBQ, Cafe Food",550
"3, Cross, BTM, Bangalore",Green Restaurant 1294,Yes,No,4.0/5,71,080 44017997,BTM,Casual Dining,"Thali, Rolls, Burgers","Fast Food, South Indian",600
"46, Main Road, Bellandur, Bangalore",Urban Corner 1295,Yes,Yes,3.8/5,1028,080 45959540,Bellandur,Quick Bites,"Chicken Wings, Chocolate Brownie, Noodles, Biryani","Andhra, Chinese, North Indian",400
"146, Cross, JP Nagar, Bangalore",Red Bistro 1296,No,No,3.9/5,281,080 43347164,JP Nagar,Casual Dining,"Butter Chicken, Idli, Filter Coffee",Beverages,850
"39, 1st Block, Koramangala, Bangalore",Green Bistro 1297,Yes,No,3.7/5,47,080 49829304,Koramangala,Dessert Parlor,"Pasta, Gulab Jamun","Mexican, Thai, Continental",250
"74, Main Road, Whitefield, Bangalore",Green Hub 1298,Yes,Yes,4.3/5,515,080 47215196,Whitefield,Cafe,"Chicken Wings, Chocolate Brownie, Burgers",BBQ,350
"145, 1st Block, Whitefield, Bangalore",Urban House 1299,No,No,3.6/5,7,080 40632975,Whitefield,Cafe,"Gulab Jamun, Masala Dosa, Waffles, Biryani","Bakery, Mughlai, Mexican",700
"70, Cross, Indiranagar, Bangalore",Spice Bites 1300,Yes,Yes,4.3/5,291,080 45477160,Indiranagar,Cafe,"Butter Chicken, Rolls","Mexican, Mughlai, Bakery",300
"2, Cross, Indiranagar, Bangalore",Grand Diner 1301,No,No,3.6/5,328,080 46668810,Indiranagar,Casual Dining,"Chocolate Brownie, Momos, Pasta",Biryani,750
"37, Cross, Indiranagar, Bangalore",Royal Kitchen 1302,Yes,No,3.3/5,24,080 48802821,Indiranagar,Bakery,"Biryani, Filter Coffee, Momos",Bakery,400
"10, Cross, Rajajinagar, Bangalore",Red Corner 1303,Yes,No,3.8/5,93,080 48849376,Rajajinagar,Quick Bites,Biryani,BBQ,300
"77, Ring Road, JP Nagar, Bangalore",Golden Bites 1304,Yes,No,3.9/5,143,080 49745723,JP Nagar,Quick Bites,"Gulab Jamun, Tandoori Chicken","Beverages, Biryani, Cafe Food",400
"160, Ring Road, BTM, Bangalore",The Junction 1305,Yes,No,3.3/5,9,080 40467124,BTM,Quick Bites,"Cold Coffee, Gulab Jamun, Tandoori Chicken, Chicken Wings","Fast Food, Chinese, North Indian",300
"185, Ring Road, Indiranagar, Bangalore",Golden Express 1306,Yes,No,3.6/5,126,080 41428508,Indiranagar,Bakery,,"BBQ, Cafe Food",400
"184, Cross, Marathahalli, Bangalore",Spice Point 1307,Yes,No,3.7/5,210,080 45202813,Marathahalli,Quick Bites,Biryani,Mughlai,450
"51, 2nd Stage, Malleshwaram, Bangalore",Café Bites 1308,Yes,No,4.3/5,193,080 43860895,Malleshwaram,Dessert Parlor,Chocolate Brownie,Thai,350
"140, Cross, MG Road, Bangalore",Red Villa 1309,Yes,No,3.7/5,453,080 43148821,MG Road,Dessert Parlor,"Pasta, Burgers, Gulab Jamun, Thali","Bakery, South Indian, Mexican",350
"17, Cross, Sarjapur Road, Bangalore",Café Kitchen 1310,No,Yes,3.3/5,43,080 48240017,Sarjapur Road,Quick Bites,"Chocolate Brownie, Biryani, Tandoori Chicken, Burgers",BBQ,400
"115, Main Road, Whitefield, Bangalore",The Kitchen 1311,Yes,No,4.3/5,192,080 44978359,Whitefield,Delivery,,"South Indian, Beverages, Andhra",500
"129, Main Road, Sarjapur Road, Bangalore",Blue House 1312,No,No,3.8/5,253,080 40825856,Sarjapur Road,Delivery,"Pasta, Pizza","North Indian, Andhra",300
"144, 1st Block, Whitefield, Bangalore",South Side Junction 1313,Yes,No,NEW,60,080 47069005,Whitefield,Bakery,"Momos, Burgers, Tandoori Chicken",Chinese,400
"103, 1st Block, Indiranagar, Bangalore",Blue Bistro 1314,Yes,No,3.8/5,113,080 46268414,Indiranagar,Food Court,Gulab Jamun,"Bakery, Desserts, Thai",350
"198, 1st Block, BTM, Bangalore",Red Bites 1315,No,No,3.8/5,109,080 45236210,BTM,Sweet Shop,Thali,"Street Food, North Indian, Chinese",250
"12, 2nd Stage, MG Road, Bangalore",South Side Adda 1316,Yes,Yes,4.8/5,199,080 42068593,MG Road,Delivery,Idli,"Biryani, Thai",300
"138, Ring Road, Marathahalli, Bangalore",Grand Hub 1317,No,No,4.4/5,307,080 45280962,Marathahalli,Bar,Biryani,Chinese,"1,150"
"165, 1st Block, MG Road, Bangalore",Red Cafe 1318,Yes,No,-,199,080 49703466,MG Road,Quick Bites,Momos,Bakery,450
"112, 1st Block, BTM, Bangalore",Spice Villa 1319,No,No,4.1/5,266,080 41385831,BTM,Casual Dining,"Chicken Wings, Tandoori Chicken, Butter Chicken, Sandwiches","Continental, North Indian","1,000"
"89, Main Road, Marathahalli, Bangalore",Spice Adda 1320,Yes,No,4.5/5,244,080 46336822,Marathahalli,Quick Bites,"Gulab Jamun, Chicken Wings, Pizza, Pasta",Mexican,400
"68, Cross, Malleshwaram, Bangalore",Spice Bites 1321,Yes,Yes,4.3/5,248,080 47660604,Malleshwaram,Cafe,"Idli, Rolls","Continental, Mughlai",600
"146, Ring Road, JP Nagar, Bangalore",Urban Restaurant 1322,Yes,Yes,3.7/5,434,080 43663121,JP Nagar,Quick Bites,"Rolls, Noodles","Andhra, Japanese",400
"32, Ring Road, Electronic City, Bangalore",Curry House 1323,No,No,3.7/5,263,080 44569305,Electronic City,Dessert Parlor,"Cold Coffee, Pizza","Cafe Food, Beverages",200
"153, Main Road, Banashankari, Bangalore",Punjabi Express 1324,Yes,Yes,3.9/5,293,080 47604120,Banashankari,Casual Dining,"Waffles, Sandwiches, Biryani",North Indian,850
"177, Cross, Hebbal, Bangalore",Urban Corner 1325,No,No,3.3/5,238,080 40341002,Hebbal,Casual Dining,Cold Coffee,Beverages,900
"143, 1st Block, Koramangala, Bangalore",Punjabi Bistro 1326,Yes,Yes,4.4/5,141,080 48170181,Koramangala,Casual Dining,"Rolls, Masala Dosa, Noodles, Chicken Wings",Mexican,750
"29, 1st Block, Marathahalli, Bangalore",Royal Bites 1327,No,No,3.5/5,127,080 41619867,Marathahalli,Casual Dining,Paneer Butter Masala,"Mexican, Fast Food",600
"191, Main Road, HSR Layout, Bangalore",Classic Point 1328,No,Yes,3.8/5,79,080 47384639,HSR Layout,Dessert Parlor,"Burgers, Cold Coffee, Biryani","Continental, Thai",250
"6, Cross, Bellandur, Bangalore",Royal Bistro 1329,Yes,No,3.9/5,55,080 46915666,Bellandur,Food Court,"Paneer Butter Masala, Thali, Rolls","BBQ, Mughlai",350
"166, Ring Road, Bellandur, Bangalore",Red House 1330,No,No,3.8/5,249,080 49241700,Bellandur,Sweet Shop,Idli,"Beverages, Street Food",250
"164, Main Road, BTM, Bangalore",Red Restaurant 1331,Yes,No,NEW,285,080 45163953,BTM,Cafe,Waffles,"Mexican, North Indian",450
"43, 1st Block, Banashankari, Bangalore",Local Bistro 1332,Yes,No,4.3/5,75,080 48903394,Banashankari,Casual Dining,"Tandoori Chicken, Noodles, Paneer Butter Masala, Chicken Wings","BBQ, Mughlai, Bakery",550
"64, Cross, Malleshwaram, Bangalore",Local Kitchen 1333,Yes,No,3.2/5,68,080 49104275,Malleshwaram,Delivery,"Burgers, Sandwiches, Masala Dosa, Biryani","Chinese, Thai, South Indian",450
"143, 2nd Stage, BTM, Bangalore",Curry Adda 1334,No,No,4.7/5,543,080 42522277,BTM,Casual Dining,"Masala Dosa, Sandwiches, Pasta, Butter Chicken","Beverages, Andhra, Continental",550
"67, 1st Block, Electronic City, Bangalore",Spice Restaurant 1335,No,No,3.4/5,116,080 49729253,Electronic City,Quick Bites,,"Japanese, North Indian",500
"124, Ring Road, MG Road, Bangalore",Golden House 1336,No,No,3.8/5,21,080 44442381,MG Road,Cafe,"Biryani, Butter Chicken, Masala Dosa, Waffles",Bakery,800
"167, 1st Block, JP Nagar, Bangalore",Spice Junction 1337,No,No,3.3/5,203,080 45123084,JP Nagar,Quick Bites,"Gulab Jamun, Idli","Andhra, Bakery, Desserts",400
"63, 1st Block, HSR Layout, Bangalore",Royal House 1338,Yes,No,-,91,080 41093621,HSR Layout,Casual Dining,"Biryani, Thali, Burgers","Continental, Fast Food, North Indian",600
"148, 2nd Stage, Marathahalli, Bangalore",Red Diner 1339,No,No,4.2/5,407,080 40072165,Marathahalli,Delivery,"Momos, Cold Coffee",Fast Food,450
"97, Ring Road, Electronic City, Bangalore",Spice Bistro 1340,No,Yes,3.9/5,347,080 46003599,Electronic City,Casual Dining,Sandwiches,Fast Food,500
"29, Cross, Koramangala, Bangalore",Urban Express 1341,Yes,Yes,3.4/5,154,080 40147699,Koramangala,Cafe,Butter Chicken,North Indian,450
"110, Main Road, BTM, Bangalore",Classic Cafe 1342,Yes,No,3.7/5,26,080 43528109,BTM,Casual Dining,"Paneer Butter Masala, Gulab Jamun, Butter Chicken",Beverages,750
"114, Main Road, HSR Layout, Bangalore",Local Bites 1343,Yes,No,3.8/5,215,080 40452063,HSR Layout,Casual Dining,Momos,"Japanese, Street Food, Chinese",900
"15, 2nd Stage, BTM, Bangalore",South Side Point 1344,No,No,3.2/5,278,080 44445565,BTM,Casual Dining,"Sandwiches, Cold Coffee, Gulab Jamun, Noodles",,700
"50, Cross, Indiranagar, Bangalore",Royal Kitchen 1345,Yes,No,3.3/5,143,080 43056913,Indiranagar,Delivery,"Pizza, Burgers, Noodles",Cafe Food,450
"139, Main Road, Indiranagar, Bangalore",Spice Adda 1346,Yes,Yes,3.9/5,103,080 46675996,Indiranagar,Bakery,"Sandwiches, Tandoori Chicken",,350
"47, Ring Road, Rajajinagar, Bangalore",Classic Adda 1347,Yes,No,NEW,71,080 48407851,Rajajinagar,Cafe,"Noodles, Burgers","Biryani, Mughlai",400
"45, Cross, Electronic City, Bangalore",Urban House 1348,No,No,3.6/5,414,080 43015522,Electronic City,Kiosk,"Cold Coffee, Paneer Butter Masala, Masala Dosa","Desserts, Andhra, Bakery",200
"84, Main Road, MG Road, Bangalore",Punjabi Diner 1349,No,No,3.9/5,167,080 46063947,MG Road,Casual Dining,"Gulab Jamun, Noodles, Chocolate Brownie","Mexican, Desserts",650
"29, 2nd Stage, Jayanagar, Bangalore",Blue Corner 1350,No,No,3.7/5,81,080 48906269,Jayanagar,Quick Bites,"Momos, Idli, Pizza",Fast Food,350
"71, Cross, Banashankari, Bangalore",Punjabi Hub 1351,Yes,Yes,3.9/5,139,080 44301012,Banashankari,Bar,"Burgers, Momos, Paneer Butter Masala, Pasta","Chinese, Japanese, North Indian","1,000"
"150, Cross, Jayanagar, Bangalore",Urban Restaurant 1352,Yes,No,3.8/5,31,080 45081346,Jayanagar,Quick Bites,,Italian,400
"87, Ring Road, Malleshwaram, Bangalore",South Side Adda 1353,Yes,No,4.2/5,63,080 42754048,Malleshwaram,Sweet Shop,,Thai,250
"148, 2nd Stage, Marathahalli, Bangalore",The Kitchen 1354,No,No,3.8/5,485,080 42928943,Marathahalli,Bakery,"Tandoori Chicken, Chocolate Brownie",Mexican,500
"126, Ring Road, Bellandur, Bangalore",Spice Bistro 1355,No,No,NEW,945,080 40595351,Bellandur,Fine Dining,,Continental,"1,450"
"163, 1st Block, Indiranagar, Bangalore",Green Diner 1356,Yes,No,3.5/5,154,080 47332310,Indiranagar,Bakery,,Fast Food,200
"97, Ring Road, Hebbal, Bangalore",Classic Cafe 1357,No,No,3.5/5,249,080 43563960,Hebbal,Dessert Parlor,"Cold Coffee, Sandwiches, Filter Coffee","North Indian, Bakery, Andhra",350
"22, Main Road, Sarjapur Road, Bangalore",Café Bar & Grill 1358,Yes,No,4.0/5,123,080 48620760,Sarjapur Road,Cafe,"Pizza, Chicken Wings, Paneer Butter Masala, Sandwiches","Desserts, Continental, Beverages",500
"7, Cross, Koramangala, Bangalore",Urban Hub 1359,No,No,3.7/5,123,080 44166413,Koramangala,Casual Dining,"Noodles, Chocolate Brownie, Sandwiches, Thali","Bakery, Biryani",850
"100, Ring Road, Indiranagar, Bangalore",The Restaurant 1360,No,No,3.7/5,180,080 49756538,Indiranagar,Quick Bites,Paneer Butter Masala,"South Indian, Thai",300
"131, 2nd Stage, Whitefield, Bangalore",Punjabi Bar & Grill 1361,No,No,3.7/5,452,080 41022092,Whitefield,Quick Bites,,Japanese,300
"193, Main Road, Bellandur, Bangalore",Green Bistro 1362,Yes,No,4.1/5,66,080 44552824,Bellandur,Quick Bites,Idli,"South Indian, Chinese",300
"197, 2nd Stage, Electronic City, Bangalore",Green Diner 1363,Yes,No,3.9/5,148,080 46594550,Electronic City,Cafe,Butter Chicken,"Andhra, Chinese",450
"88, 1st Block, Indiranagar, Bangalore",Curry Restaurant 1364,Yes,No,4.0/5,211,080 40300951,Indiranagar,Delivery,"Pizza, Biryani","South Indian, Cafe Food, Thai",450
"112, 2nd Stage, HSR Layout, Bangalore",Green Cafe 1365,No,No,4.0/5,361,080 48784831,HSR Layout,Delivery,"Biryani, Thali, Cold Coffee","Chinese, Street Food",400
"52, Cross, BTM, Bangalore",Local Diner 1366,Yes,No,3.9/5,68,080 40055518,BTM,Casual Dining,Rolls,Japanese,600
"57, Cross, JP Nagar, Bangalore",Curry Bistro 1367,Yes,No,4.3/5,43,080 49077479,JP Nagar,Pub,"Waffles, Pizza, Chicken Wings, Chocolate Brownie",Street Food,"1,050"
"41, 1st Block, Marathahalli, Bangalore",Grand Express 1368,No,Yes,3.9/5,84,080 45982829,Marathahalli,Casual Dining,"Chicken Wings, Gulab Jamun","Mughlai, Continental, Cafe Food",350
"106, 1st Block, Jayanagar, Bangalore",Local Bites 1369,Yes,No,4.0/5,366,080 40764202,Jayanagar,Delivery,,South Indian,350
"94, 1st Block, Indiranagar, Bangalore",Café Cafe 1370,No,No,4.1/5,364,080 48390518,Indiranagar,Dessert Parlor,"Masala Dosa, Rolls, Pasta, Cold Coffee",North Indian,250
"47, Main Road, Whitefield, Bangalore",Blue Bites 1371,Yes,No,3.4/5,134,080 43599245,Whitefield,Dessert Parlor,"Chocolate Brownie, Idli, Momos, Rolls","North Indian, Italian",350
"95, Ring Road, MG Road, Bangalore",Urban Express 1372,Yes,No,3.9/5,552,080 42102859,MG Road,Casual Dining,"Cold Coffee, Biryani",Biryani,750
"2, Ring Road, Marathahalli, Bangalore",Classic Bistro 1373,No,No,4.1/5,436,080 45399119,Marathahalli,Casual Dining,"Filter Coffee, Noodles",Beverages,650
"37, 1st Block, Koramangala, Bangalore",Spice Cafe 1374,Yes,No,4.3/5,197,080 47400694,Koramangala,Delivery,"Gulab Jamun, Chocolate Brownie, Pizza",Biryani,450
"41, 1st Block, Koramangala, Bangalore",Café Kitchen 1375,Yes,Yes,4.1/5,97,080 47258466,Koramangala,Cafe,Momos,"Biryani, Continental, Mexican",550
"56, Ring Road, BTM, Bangalore",Grand Villa 1376,Yes,Yes,NEW,72,080 45465070,BTM,Quick Bites,"Thali, Idli, Rolls",Continental,500
"45, Main Road, Sarjapur Road, Bangalore",Red Point 1377,No,No,3.7/5,286,080 41554934,Sarjapur Road,Delivery,Idli,"Thai, Chinese, Desserts",150
"147, Cross, Banashankari, Bangalore",Grand Hub 1378,Yes,Yes,4.5/5,391,080 47589156,Banashankari,Quick Bites,"Chicken Wings, Pasta","Cafe Food, Beverages, North Indian",350
"85, Cross, Koramangala, Bangalore",Red Bistro 1379,Yes,No,3.9/5,178,080 44698979,Koramangala,Delivery,,"Cafe Food, Japanese, Continental",450
"10, Cross, Koramangala, Bangalore",Spice Point 1380,Yes,No,4.4/5,218,080 45579849,Koramangala,Dessert Parlor,"Butter Chicken, Cold Coffee, Masala Dosa, Idli","Continental, Cafe Food, Thai",350
"4, Ring Road, Jayanagar, Bangalore",Local Bistro 1381,Yes,No,4.0/5,400,080 48395468,Jayanagar,Quick Bites,"Cold Coffee, Rolls","Chinese, Continental, Japanese",350
"31, Ring Road, HSR Layout, Bangalore",Café Adda 1382,No,No,3.6/5,33,080 48324931,HSR Layout,Sweet Shop,Chicken Wings,"Thai, Street Food",250
"26, Cross, BTM, Bangalore",Urban House 1383,No,Yes,4.8/5,526,080 47500869,BTM,Fine Dining,Pasta,"Thai, Chinese","2,150"
"3, Main Road, BTM, Bangalore",Grand Adda 1384,Yes,Yes,4.1/5,419,080 43099900,BTM,Cafe,"Pizza, Momos, Tandoori Chicken","North Indian, Beverages, Continental",300
"188, Main Road, Koramangala, Bangalore",Red Corner 1385,Yes,No,3.4/5,57,080 47650306,Koramangala,Kiosk,"Butter Chicken, Waffles, Biryani, Paneer Butter Masala","South Indian, Continental",250
"162, Cross, Bellandur, Bangalore",Spice Junction 1386,Yes,No,3.8/5,317,080 48710913,Bellandur,Food Court,"Paneer Butter Masala, Sandwiches, Biryani, Momos","Street Food, Biryani",300
"1, 1st Block, HSR Layout, Bangalore",South Side Restaurant 1387,Yes,No,4.2/5,475,080 43041690,HSR Layout,Cafe,"Chicken Wings, Gulab Jamun",Beverages,350
"72, Ring Road, MG Road, Bangalore",Royal Cafe 1388,Yes,No,4.3/5,209,080 45012300,MG Road,Sweet Shop,"Thali, Sandwiches",Bakery,300
"62, Cross, Marathahalli, Bangalore",Green Adda 1389,No,No,3.5/5,110,080 49017682,Marathahalli,Bakery,"Burgers, Noodles, Pizza, Filter Coffee","Biryani, Cafe Food, Mexican",350
"186, 2nd Stage, Koramangala, Bangalore",South Side Point 1390,Yes,Yes,4.3/5,641,080 45497631,Koramangala,Dessert Parlor,"Paneer Butter Masala, Sandwiches, Momos","Japanese, Mughlai",300
"182, Cross, BTM, Bangalore",Urban Kitchen 1391,No,Yes,NEW,15,080 49121208,BTM,Delivery,"Filter Coffee, Waffles, Rolls, Burgers","Continental, Street Food, Bakery",250
"93, Main Road, Indiranagar, Bangalore",Blue Cafe 1392,Yes,No,4.0/5,288,080 45029338,Indiranagar,Bakery,Butter Chicken,Japanese,250
"147, Main Road, Marathahalli, Bangalore",South Side Express 1393,No,No,3.5/5,134,080 47738804,Marathahalli,Cafe,"Chicken Wings, Cold Coffee","Bakery, Japanese",350
"138, 2nd Stage, Bellandur, Bangalore",Classic Hub 1394,No,No,4.0/5,339,080 48975179,Bellandur,Pub,"Rolls, Masala Dosa, Pizza, Paneer Butter Masala",Desserts,150
"140, Main Road, HSR Layout, Bangalore",South Side Adda 1395,No,Yes,4.0/5,61,080 49677819,HSR Layout,Quick Bites,"Pizza, Burgers, Paneer Butter Masala, Gulab Jamun","Andhra, Continental, Biryani",300
"73, Cross, Electronic City, Bangalore",The Hub 1396,No,No,3.9/5,138,080 44162509,Electronic City,Casual Dining,"Butter Chicken, Rolls, Pasta",South Indian,850
"48, 2nd Stage, Basavanagudi, Bangalore",Green Cafe 1397,Yes,No,4.5/5,493,080 49415832,Basavanagudi,Cafe,Pasta,Desserts,600
"123, Ring Road, Indiranagar, Bangalore",Red Kitchen 1398,Yes,Yes,3.6/5,99,080 47889919,Indiranagar,Quick Bites,"Chocolate Brownie, Idli",Desserts,500
"157, 1st Block, JP Nagar, Bangalore",Punjabi Bar & Grill 1399,Yes,No,4.0/5,71,080 44273913,JP Nagar,Casual Dining,,"Desserts, Continental, Chinese",600
"5, 2nd Stage, Indiranagar, Bangalore",The Bistro 1400,Yes,No,3.7/5,236,080 41192767,Indiranagar,Delivery,Tandoori Chicken,Japanese,450
"194, Ring Road, Sarjapur Road, Bangalore",Punjabi Diner 1401,Yes,Yes,4.5/5,313,080 45780792,Sarjapur Road,Fine Dining,"Cold Coffee, Pizza, Tandoori Chicken, Noodles","Italian, Chinese, Fast Food","1,650"
"16, Ring Road, Rajajinagar, Bangalore",Royal Bar & Grill 1402,Yes,No,4.3/5,423,080 48805215,Rajajinagar,Dessert Parlor,"Filter Coffee, Chocolate Brownie","Street Food, Biryani, South Indian",400
"33, Main Road, MG Road, Bangalore",Curry Hub 1403,Yes,Yes,4.0/5,304,080 43034458,MG Road,Quick Bites,"Burgers, Waffles, Tandoori Chicken",Andhra,450
"143, Cross, Electronic City, Bangalore",Local Express 1404,Yes,No,4.0/5,402,080 48421923,Electronic City,Cafe,Gulab Jamun,"BBQ, Beverages, Street Food",600
"53, 1st Block, Koramangala, Bangalore",Royal Kitchen 1405,Yes,No,3.4/5,170,080 47873693,Koramangala,Bakery,"Tandoori Chicken, Momos, Chicken Wings, Masala Dosa",Street Food,400
"145, Ring Road, Yelahanka, Bangalore",South Side Adda 1406,Yes,Yes,4.4/5,359,080 46626996,Yelahanka,Casual Dining,"Chicken Wings, Idli, Pizza",Biryani,700
"62, 1st Block, Jayanagar, Bangalore",The Bites 1407,Yes,No,4.0/5,410,080 45904033,Jayanagar,Fine Dining,"Sandwiches, Tandoori Chicken","Street Food, Continental, Thai","1,350"
"101, Ring Road, BTM, Bangalore",Green Kitchen 1408,No,No,4.3/5,89,080 44618400,BTM,Delivery,"Pasta, Burgers",Street Food,450
